03:00:07,RMUn6ygryvv4Zrw@ku.ac.th,10.40.30.170,54.243.107.41,80,metrics.brightcove.com
03:00:08,RMUn6ygryvv4Zrw@ku.ac.th,10.40.30.170,54.243.107.41,80,metrics.brightcove.com
03:00:08,RMUn6ygryvv4Zrw@ku.ac.th,10.40.30.170,54.243.107.41,80,metrics.brightcove.com
03:00:12,RMUn6ygryvv4Zrw@ku.ac.th,10.40.30.170,23.209.180.9,80,bcboltbbtv-a.akamaihd.net
03:00:12,RMUn6ygryvv4Zrw@ku.ac.th,10.40.30.170,23.209.180.9,80,bcboltbbtv-a.akamaihd.net
03:00:12,RMUn6ygryvv4Zrw@ku.ac.th,10.40.30.170,23.209.180.9,80,bcboltbbtv-a.akamaihd.net
03:00:12,RMUn6ygryvv4Zrw@ku.ac.th,10.40.30.170,23.209.180.9,80,bcboltbbtv-a.akamaihd.net
03:00:14,RMUn6ygryvv4Zrw@ku.ac.th,10.40.30.170,23.209.180.9,80,bcboltbbtv-a.akamaihd.net
03:00:21,RMUn6ygryvv4Zrw@ku.ac.th,10.40.30.170,23.209.180.9,80,bcboltbbtv-a.akamaihd.net
03:00:25,RMUn6ygryvv4Zrw@ku.ac.th,10.40.30.170,23.227.137.138,80,vast.vertamedia.com
03:00:25,RMUn6ygryvv4Zrw@ku.ac.th,10.40.30.170,23.227.137.138,80,vast.vertamedia.com
03:00:26,RMUn6ygryvv4Zrw@ku.ac.th,10.40.30.170,23.227.137.138,80,vast.vertamedia.com
03:00:27,RMUn6ygryvv4Zrw@ku.ac.th,10.40.30.170,146.20.128.207,80,ssp.lkqd.net
03:00:27,RMUn6ygryvv4Zrw@ku.ac.th,10.40.30.170,23.227.137.138,80,vast.vertamedia.com
03:00:28,RMUn6ygryvv4Zrw@ku.ac.th,10.40.30.170,52.20.126.108,80,delivery.optimatic.com
03:00:31,RMUn6ygryvv4Zrw@ku.ac.th,10.40.30.170,23.21.56.196,80,metrics.brightcove.com
03:00:31,RMUn6ygryvv4Zrw@ku.ac.th,10.40.30.170,52.20.126.108,80,delivery.optimatic.com
03:00:35,RMUn6ygryvv4Zrw@ku.ac.th,10.40.30.170,54.165.52.101,80,tracking.optimatic.com
03:00:46,RMUn6ygryvv4Zrw@ku.ac.th,10.40.30.170,104.90.210.163,80,dtm.advertising.com
03:00:47,RMUn6ygryvv4Zrw@ku.ac.th,10.40.30.170,52.9.59.64,80,log.adaptv.advertising.com
03:00:50,RMUn6ygryvv4Zrw@ku.ac.th,10.40.30.170,146.20.128.207,80,ssp.lkqd.net
03:00:51,RMUn6ygryvv4Zrw@ku.ac.th,10.40.30.170,146.20.128.207,80,ssp.lkqd.net
03:00:59,RMUn6ygryvv4Zrw@ku.ac.th,10.40.30.170,146.20.133.119,80,v.lkqd.net
