login,logout,lastseen
1483325029201,1483326829534,1483325029201
1483324190534,1483326834538,1483325032125
1483326846544,-,1483326846544
1483326881586,-,1483326881586
1483325094404,1483326894585,1483325094404
1483326901175,-,1483326901175
1483325108722,1483326909595,1483325108722
1483325109745,1483326914597,1483325109745
1483326917981,-,1483326917981
1483325121315,1483326924602,1483325121315
1483325124456,1483326929604,1483325127871
1483325128363,1483326929604,1483325128363
1483325129494,1483326929604,1483325129494
1483325142336,1483326944610,1483325142336
1483326945365,-,1483326945365
1483325154068,1483326954614,1483325154068
1483326962063,-,1483326962063
1483325166423,1483326969623,1483325166423
1483325168301,1483326969623,1483325168301
1483326969986,-,1483326969986
1483326978858,-,1483326978858
1483326996418,-,1483326996418
1483327007390,-,1483327007390
1483325207701,1483327009643,1483325207701
1483327053394,-,1483327053394
1483327067031,-,1483327067031
1483325267030,1483327069686,1483325267030
1483325275526,1483327079692,1483325275526
1483327125330,-,1483327125330
1483325327007,1483327129742,1483325327007
1483325340405,1483327144753,1483325340405
1483325352637,1483327154760,1483325352637
1483325366891,1483327169772,1483325366891
1483325386519,1483327189790,1483325386519
1483325388646,1483327189790,1483325388646
1483327197036,-,1483327197036
1483327213733,-,1483327213733
1483327220291,-,1483327220291
1483325423225,1483327224808,1483325423225
1483327227481,-,1483327227481
1483327232054,-,1483327232054
1483325431425,1483327239814,1483325435107
1483325437721,1483327239814,1483325437721
1483327247953,-,1483327247953
1483327252350,-,1483327252350
1483325459685,1483327259828,1483325459685
1483325485451,1483327289847,1483325485451
1483325491580,1483327294849,1483325491580
1483325504434,1483327304856,1483325504434
1483325524422,1483327324874,1483325524422
1483325524450,1483327324874,1483325524450
1483327325786,-,1483327325786
1483327339300,-,1483327339300
1483325543750,1483327344884,1483325543750
1483327367429,-,1483327367429
1483327368414,-,1483327368414
1483325565549,1483327369901,1483325565549
1483325569706,1483327369901,1483325569706
1483325577254,1483327379911,1483325577254
1483327385287,-,1483327385287
1483327389953,-,1483327389953
1483325591518,1483327394923,1483325591518
1483327407001,-,1483327407001
1483325608230,1483327409934,1483325608230
1483327429304,-,1483327429304
1483327434922,-,1483327434922
1483327438549,-,1483327438549
1483327466579,-,1483327466579
1483325670610,1483327474967,1483325670610
1483327483312,-,1483327483312
1483327487967,-,1483327487967
1483327495195,-,1483327495195
1483327498309,-,1483327498309
1483327504322,-,1483327504322
1483325710307,1483327514991,1483325710307
1483325716351,1483327519993,1483325716351
1483325719977,1483327519993,1483325719977
1483327530252,-,1483327530252
1483327487967,1483327533851,1483327487967
1483327555652,-,1483327555652
1483327558469,-,1483327558469
1483327559143,-,1483327559143
1483325761933,1483327565023,1483325761933
1483325763330,1483327565023,1483325763330
1483327579571,-,1483327579571
1483327598315,-,1483327598315
1483327598567,-,1483327598567
1483324225109,1483327600048,1483325797748
1483325805251,1483327610053,1483325805251
1483327614428,-,1483327614428
1483325828860,1483327630067,1483325828860
1483325846374,1483327650085,1483325846374
1483327655688,-,1483327655688
1483325854578,1483327660093,1483325858343
1483325856094,1483327660093,1483325856094
1483327669045,-,1483327669045
1483327675616,-,1483327675616
1483327678707,-,1483327678707
1483327685589,-,1483327685589
1483327695942,-,1483327695942
1483327703667,-,1483327703667
1483325919007,1483327720134,1483325919007
1483327730106,-,1483327730106
1483325931658,1483327735137,1483325931658
1483327735170,-,1483327735170
1483327743252,-,1483327743252
1483327735170,1483327748151,1483327735170
1483327748151,-,1483327748151
1483327754264,-,1483327754264
1483327757036,-,1483327757036
1483325959717,1483327760147,1483325959717
1483327765419,-,1483327765419
1483325967712,1483327770154,1483325967712
1483327791436,-,1483327791436
1483327793414,-,1483327793414
1483327798956,-,1483327798956
1483326002319,1483327805175,1483326002319
1483327806745,-,1483327806745
1483326028744,1483327830195,1483326028744
1483327830645,-,1483327830645
1483326031728,1483327835198,1483326031728
1483326043716,1483327845205,1483326043716
1483327848351,-,1483327848351
1483326059953,1483327860214,1483326059953
1483327863745,-,1483327863745
1483283959462,1483327875226,1483326072120
1483326081673,1483327885229,1483326081673
1483327885766,-,1483327885766
1483327889717,-,1483327889717
1483327891844,-,1483327891844
1483327892996,-,1483327892996
1483326094303,1483327895232,1483326094303
1483326098107,1483327900234,1483326098107
1483326108373,1483327910242,1483326108373
1483327913262,-,1483327913262
1483327918709,-,1483327918709
1483326120510,1483327925247,1483326120510
1483327931580,-,1483327931580
1483327931580,1483327935457,1483327931580
1483327935457,-,1483327935457
1483326148332,1483327950260,1483326148332
1483327955000,-,1483327955000
1483326179225,1483327980282,1483326179225
1483326186603,1483327990285,1483326186603
1483326195688,1483328000291,1483326195688
1483326198325,1483328000291,1483326198325
1483326212778,1483328015306,1483326212778
1483328026718,-,1483328026718
1483328053168,-,1483328053168
1483323435797,1483328055340,1483326254638
1483326254023,1483328055340,1483326254023
1483326261807,1483328065348,1483326261807
1483326269239,1483328070350,1483326269239
1483328074684,-,1483328074684
1483328077552,-,1483328077552
1483328087895,-,1483328087895
1483328091867,-,1483328091867
1483326303673,1483328105372,1483326303673
1483328123113,-,1483328123113
1483328124775,-,1483328124775
1483328123113,1483328138159,1483328123113
1483328138159,-,1483328138159
1483328148793,-,1483328148793
1483326358437,1483328160414,1483326358437
1483326359095,1483328160414,1483326359095
1483326367771,1483328170423,1483326367771
1483328171551,-,1483328171551
1483326419635,1483328220469,1483326419635
1483326432565,1483328235483,1483326432565
1483326437010,1483328240489,1483326437010
1483326469500,1483328270510,1483326469500
1483328292487,-,1483328292487
1483326497696,1483328300537,1483326497696
1483326510888,1483328315543,1483326510888
1483328327287,-,1483328327287
1483326533478,1483328335554,1483326533478
1483326565527,1483328365585,1483326565527
1483328371735,-,1483328371735
1483326571470,1483328375588,1483326571470
1483328375656,-,1483328375656
1483326592806,1483328400612,1483326598084
1483328404167,-,1483328404167
1483326617695,1483328420627,1483326617695
1483328421484,-,1483328421484
1483326623426,1483328430636,1483326626466
1483326632639,1483328435639,1483326632639
1483326633127,1483328435640,1483326633127
1483328439813,-,1483328439813
1483328445792,-,1483328445792
1483328450684,-,1483328450684
1483328455777,-,1483328455777
1483326664884,1483328465662,1483326664884
1483326666892,1483328470664,1483326666892
1483328479915,-,1483328479915
1483326686561,1483328490672,1483326686561
1483328538031,-,1483328538031
1483328545483,-,1483328545483
1483326748379,1483328550718,1483326748379
1483326750593,1483328550718,1483326750593
1483326756014,1483328560726,1483326756014
1483326760965,1483328565730,1483326760965
1483328568645,-,1483328568645
1483328579349,-,1483328579349
1483326779101,1483328580738,1483326779101
1483328594544,-,1483328594544
1483328598605,-,1483328598605
1483328617132,-,1483328617132
1483328630568,-,1483328630568
1483328638633,-,1483328638633
1483326846544,1483328650788,1483326846544
1483328675595,-,1483328675595
1483328675617,-,1483328675617
1483326881586,1483328685808,1483326881586
1483326901175,1483328705824,1483326901175
1483328706353,-,1483328706353
1483328439813,1483328707556,1483328439813
1483328707556,-,1483328707556
1483328711164,-,1483328711164
1483326917981,1483328725838,1483326921112
1483326945365,1483328745855,1483326945365
1483328747447,-,1483328747447
1483317685357,1483328750859,1483326946803
1483328756604,-,1483328756604
1483326962063,1483328765866,1483326962063
1483326969986,1483328770868,1483326969986
1483328775273,-,1483328775273
1483326978858,1483328780871,1483326978858
1483326996418,1483328800889,1483326996418
1483328804470,-,1483328804470
1483327007390,1483328810892,1483327007390
1483328841662,-,1483328841662
1483327053394,1483328855919,1483327053394
1483328867275,-,1483328867275
1483328867858,-,1483328867858
1483327067031,1483328870930,1483327067031
1483328884862,-,1483328884862
1483328887845,-,1483328887845
1483328922012,-,1483328922012
1483327125330,1483328925974,1483327125330
1483328933686,-,1483328933686
1483328939531,-,1483328939531
1483328945463,-,1483328945463
1483328966523,-,1483328966523
1483328975604,-,1483328975604
1483328987633,-,1483328987633
1483327197036,1483329001028,1483327197036
1483328966523,1483329010813,1483328966523
1483329010814,-,1483329010814
1483327213733,1483329016034,1483327213733
1483329020910,-,1483329020910
1483327220291,1483329021034,1483327220291
1483329020910,1483329022308,1483329020910
1483329022309,-,1483329022309
1483329022309,1483329024750,1483329022309
1483329024750,-,1483329024750
1483329025697,-,1483329025697
1483329028841,-,1483329028841
1483327227481,1483329031038,1483327227481
1483327232054,1483329036041,1483327232054
1483327247953,1483329051048,1483327247953
1483327252350,1483329056052,1483327252350
1483329063923,-,1483329063923
1483329066924,-,1483329066924
1483329094074,-,1483329094074
1483329097148,-,1483329097148
1483329109139,-,1483329109139
1483327325786,1483329126101,1483327325786
1483327339300,1483329141115,1483327339300
1483329151128,-,1483329151128
1483329159286,-,1483329159286
1483329163618,-,1483329163618
1483327368414,1483329171130,1483327368414
1483327385287,1483329186139,1483327385287
1483327389953,1483329191143,1483327389953
1483327407001,1483329216163,1483327411519
1483324054107,1483329221165,1483327417537
1483327429304,1483329231174,1483327429304
1483327434922,1483329236177,1483327434922
1483329238715,-,1483329238715
1483327438549,1483329241180,1483327438549
1483329245170,-,1483329245170
1483329259228,-,1483329259228
1483327466579,1483329271204,1483327466579
1483329272227,-,1483329272227
1483327483312,1483329286217,1483327483312
1483329294728,-,1483329294728
1483327495195,1483329296221,1483327495195
1483327498309,1483329301224,1483327498309
1483327504322,1483329306228,1483327504322
1483329313100,-,1483329313100
1483329313948,-,1483329313948
1483327530252,1483329336248,1483327533617
1483329338742,-,1483329338742
1483329338966,-,1483329338966
1483327555652,1483329356266,1483327555652
1483327558469,1483329361271,1483327558469
1483327559143,1483329361283,1483327559143
1483329365385,-,1483329365385
1483327579571,1483329381292,1483327579571
1483329383519,-,1483329383519
1483327598315,1483329401308,1483327598315
1483327598567,1483329401309,1483327598567
1483329411010,-,1483329411010
1483329411550,-,1483329411550
1483327614428,1483329421321,1483327617678
1483329423748,-,1483329423748
1483329432423,-,1483329432423
1483329443503,-,1483329443503
1483329447026,-,1483329447026
1483327655688,1483329456349,1483327655688
1483329459341,-,1483329459341
1483327669045,1483329471360,1483327669045
1483329472905,-,1483329472905
1483327675616,1483329476363,1483327675616
1483327678707,1483329481367,1483327678707
1483327685589,1483329486371,1483327685589
1483327695942,1483329496378,1483327695942
1483327703667,1483329506382,1483327703667
1483329526249,-,1483329526249
1483327730106,1483329531398,1483327730106
1483329534706,-,1483329534706
1483327743252,1483329546407,1483327743252
1483329550068,-,1483329550068
1483329550129,-,1483329550129
1483327748151,1483329551411,1483327748151
1483327754264,1483329556412,1483327754264
1483327757036,1483329561415,1483327757036
1483327765419,1483329566417,1483327765419
1483329586285,-,1483329586285
1483327791436,1483329596441,1483327791436
1483327793414,1483329596441,1483327793414
1483329600279,-,1483329600279
1483327798956,1483329601442,1483327798956
1483327806745,1483329611451,1483327806745
1483327830645,1483329631463,1483327830645
1483327848351,1483329651478,1483327848351
1483327863745,1483329666491,1483327863745
1483329677806,-,1483329677806
1483329680396,-,1483329680396
1483329683045,-,1483329683045
1483327885766,1483329686499,1483327885766
1483329687721,-,1483329687721
1483327889717,1483329691499,1483327889717
1483327891844,1483329696503,1483327891844
1483327892996,1483329696503,1483327892996
1483329680396,1483329700463,1483329689369
1483327913262,1483329716519,1483327913262
1483329726424,-,1483329726424
1483327918709,1483329726522,1483327921767
1483329727380,-,1483329727380
1483329730959,-,1483329730959
1483329752957,-,1483329752957
1483327955000,1483329756541,1483327955000
1483329777721,-,1483329777721
1483329802020,-,1483329802020
1483329815552,-,1483329815552
1483329822921,-,1483329822921
1483328026718,1483329831588,1483328026718
1483329833099,-,1483329833099
1483329848205,-,1483329848205
1483329851645,-,1483329851645
1483328053168,1483329856606,1483328053168
1483328074684,1483329876626,1483328074684
1483328077552,1483329881629,1483328077552
1483328087895,1483329891633,1483328087895
1483328091867,1483329896638,1483328091867
1483329922406,-,1483329922406
1483328124775,1483329926657,1483328124775
1483329927718,-,1483329927718
1483329939973,-,1483329939973
1483328138159,1483329941660,1483328138159
1483328148793,1483329951671,1483328148793
1483329952108,-,1483329952108
1483329952108,1483329955234,1483329952108
1483329955235,-,1483329955235
1483329968329,-,1483329968329
1483328171551,1483329971686,1483328171551
1483329987143,-,1483329987143
1483330007149,-,1483330007149
1483330012391,-,1483330012391
1483330024687,-,1483330024687
1483330027036,-,1483330027036
1483325767721,1483330096779,1483328291782
1483328292487,1483330096779,1483328292487
1483330106298,-,1483330106298
1483330127910,-,1483330127910
1483328327287,1483330131808,1483328327287
1483330148825,-,1483330148825
1483330149262,-,1483330149262
1483330158053,-,1483330158053
1483328371735,1483330171831,1483328371735
1483328375656,1483330176834,1483328375656
1483328404167,1483330206860,1483328404167
1483330208369,-,1483330208369
1483328421484,1483330221868,1483328421484
1483330244874,-,1483330244874
1483328445792,1483330246887,1483328445792
1483330251840,-,1483330251840
1483328455777,1483330256893,1483328455777
1483330257299,-,1483330257299
1483330259182,-,1483330259182
1483330265431,-,1483330265431
1483330268020,-,1483330268020
1483330276207,-,1483330276207
1483328479915,1483330281905,1483328479915
1483330295505,-,1483330295505
1483330319793,-,1483330319793
1483330336217,-,1483330336217
1483328545483,1483330346942,1483328545483
1483330370046,-,1483330370046
1483328568645,1483330371950,1483328568645
1483330378425,-,1483330378425
1483328579349,1483330381957,1483328579349
1483328594544,1483330396965,1483328594544
1483330400582,-,1483330400582
1483328598605,1483330401967,1483328598605
1483328617132,1483330421980,1483328617132
1483330427755,-,1483330427755
1483330431400,-,1483330431400
1483328630568,1483330436990,1483328634916
1483328638633,1483330441993,1483328638633
1483330452542,-,1483330452542
1483330453764,-,1483330453764
1483328675595,1483330477016,1483328675595
1483328675617,1483330482018,1483328680375
1483330492827,-,1483330492827
1483328706353,1483330507036,1483328706353
1483330251840,1483330508043,1483330251840
1483330508044,-,1483330508044
1483330510720,-,1483330510720
1483328707556,1483330512038,1483328707556
1483328711164,1483330512039,1483328711164
1483330521768,-,1483330521768
1483330546432,-,1483330546432
1483330551214,-,1483330551214
1483328747447,1483330552063,1483328747447
1483330552803,-,1483330552803
1483328756604,1483330557068,1483328756604
1483327935457,1483330582088,1483328780179
1483330605439,-,1483330605439
1483328804470,1483330607105,1483328804470
1483328841662,1483330642139,1483328841662
1483330660078,-,1483330660078
1483330671008,-,1483330671008
1483328867275,1483330672162,1483328867275
1483328867858,1483330672162,1483328867858
1483330679363,-,1483330679363
1483328884862,1483330687173,1483328884862
1483328887845,1483330692176,1483328887845
1483330698703,-,1483330698703
1483330705386,-,1483330705386
1483330721727,-,1483330721727
1483328922012,1483330722193,1483328922012
1483330722249,-,1483330722249
1483328933686,1483330737202,1483328933686
1483328939531,1483330742204,1483328939531
1483330744046,-,1483330744046
1483330744552,-,1483330744552
1483328945463,1483330752211,1483328948500
1483330760336,-,1483330760336
1483330764915,-,1483330764915
1483328975604,1483330777227,1483328975604
1483330784006,-,1483330784006
1483328987633,1483330792237,1483328987633
1483330794612,-,1483330794612
1483329010814,1483330812254,1483329010814
1483329024750,1483330827268,1483329024750
1483329025697,1483330827269,1483329025697
1483329028841,1483330832272,1483329028841
1483330855723,-,1483330855723
1483330855908,-,1483330855908
1483330867288,-,1483330867288
1483329066924,1483330867292,1483329066924
1483329063923,1483330877300,1483329075036
1483330877820,-,1483330877820
1483330855723,1483330881755,1483330858743
1483330881756,-,1483330881756
1483330884288,-,1483330884288
1483330890466,-,1483330890466
1483330890522,-,1483330890522
1483329094074,1483330897308,1483329094074
1483329097148,1483330897308,1483329097148
1483330911100,-,1483330911100
1483329109139,1483330912317,1483329109139
1483329151128,1483330952356,1483329151128
1483329159286,1483330962363,1483329159286
1483330890522,1483330995472,1483330902586
1483330995473,-,1483330995473
1483330508044,1483330996021,1483330508044
1483330996021,-,1483330996021
1483331012565,-,1483331012565
1483331022824,-,1483331022824
1483331024659,-,1483331024659
1483329238715,1483331042416,1483329238715
1483329245170,1483331047419,1483329245170
1483329259228,1483331062426,1483329259228
1483331070510,-,1483331070510
1483329272227,1483331072434,1483329272227
1483329294728,1483331097459,1483329294728
1483331109403,-,1483331109403
1483329313100,1483331117475,1483329313100
1483329313948,1483331117475,1483329313948
1483331122809,-,1483331122809
1483329338742,1483331142489,1483329338742
1483329338966,1483331142489,1483329338966
1483331143401,-,1483331143401
1483331158860,-,1483331158860
1483329365385,1483331167519,1483329365385
1483331183093,-,1483331183093
1483329383519,1483331187531,1483329383519
1483331203032,-,1483331203032
1483331143401,1483331209269,1483331143401
1483331209269,-,1483331209269
1483329411010,1483331212541,1483329411010
1483329411550,1483331212541,1483329411550
1483331213167,-,1483331213167
1483331223776,-,1483331223776
1483331226573,-,1483331226573
1483329423748,1483331227549,1483329427074
1483329432423,1483331232551,1483329432423
1483331239677,-,1483331239677
1483331242409,-,1483331242409
1483329443503,1483331247554,1483329443503
1483329447026,1483331247555,1483329447026
1483331252059,-,1483331252059
1483329459341,1483331262564,1483329459341
1483329472905,1483331277575,1483329472905
1483331290153,-,1483331290153
1483329526249,1483331327616,1483329526249
1483329534706,1483331337623,1483329534706
1483331338990,-,1483331338990
1483329550068,1483331352638,1483329550068
1483329550129,1483331352638,1483329550129
1483331360338,-,1483331360338
1483331369299,-,1483331369299
1483331376749,-,1483331376749
1483329586285,1483331387658,1483329586285
1483329600279,1483331402671,1483329600279
1483331412278,-,1483331412278
1483331420793,-,1483331420793
1483331429850,-,1483331429850
1483331437750,-,1483331437750
1483331441339,-,1483331441339
1483331022824,1483331473086,1483331022824
1483331473086,-,1483331473086
1483331474051,-,1483331474051
1483329726424,1483331478148,1483329726424
1483331478149,-,1483331478149
1483329677806,1483331482728,1483329677806
1483329683045,1483331487731,1483329683045
1483329687721,1483331492733,1483329690749
1483331495265,-,1483331495265
1483331509249,-,1483331509249
1483331511830,-,1483331511830
1483331511875,-,1483331511875
1483329727380,1483331527762,1483329727380
1483331527945,-,1483331527945
1483331530435,-,1483331530435
1483329730959,1483331532764,1483329730959
1483331533481,-,1483331533481
1483331541964,-,1483331541964
1483329752957,1483331557780,1483329752957
1483331559094,-,1483331559094
1483331568807,-,1483331568807
1483331574000,-,1483331574000
1483329777721,1483331577792,1483329777721
1483331580235,-,1483331580235
1483331592031,-,1483331592031
1483322223897,1483331592801,1483329789172
1483331601721,-,1483331601721
1483329802020,1483331602804,1483329802020
1483329815552,1483331617813,1483329815552
1483331619110,-,1483331619110
1483329822921,1483331627822,1483329822921
1483331634021,-,1483331634021
1483329833099,1483331637828,1483329833099
1483329848205,1483331652842,1483329848205
1483331662819,-,1483331662819
1483331675395,-,1483331675395
1483331692971,-,1483331692971
1483331711295,-,1483331711295
1483323191677,1483331717886,1483329917326
1483329922406,1483331722888,1483329922406
1483331726581,-,1483331726581
1483331728346,-,1483331728346
1483329927718,1483331732894,1483329931175
1483329939973,1483331742903,1483329939973
1483329955235,1483331757917,1483329955235
1483331763490,-,1483331763490
1483331765933,-,1483331765933
1483331769788,-,1483331769788
1483329968329,1483331772924,1483329968329
1483329987143,1483331787937,1483329987143
1483331795195,-,1483331795195
1483331798755,-,1483331798755
1483331804418,-,1483331804418
1483331806849,-,1483331806849
1483330007149,1483331807944,1483330007149
1483330012391,1483331812947,1483330012391
1483331826217,-,1483331826217
1483330024687,1483331827952,1483330024687
1483330027036,1483331827952,1483330027036
1483331765933,1483331900589,1483331769056
1483331900589,-,1483331900589
1483331906698,-,1483331906698
1483330106298,1483331908006,1483330106298
1483331916123,-,1483331916123
1483331920917,-,1483331920917
1483330127910,1483331928018,1483330127910
1483331943816,-,1483331943816
1483331944720,-,1483331944720
1483330148825,1483331953037,1483330148825
1483330149262,1483331953037,1483330149262
1483331955950,-,1483331955950
1483331975930,-,1483331975930
1483330208369,1483332013086,1483330208369
1483332020548,-,1483332020548
1483332028240,-,1483332028240
1483332030994,-,1483332030994
1483330244874,1483332048103,1483330244874
1483332049095,-,1483332049095
1483332054942,-,1483332054942
1483332056208,-,1483332056208
1483330257299,1483332058108,1483330257299
1483332030994,1483332062257,1483332030994
1483332062257,-,1483332062257
1483330259182,1483332063109,1483330259182
1483332067257,-,1483332067257
1483330268020,1483332068109,1483330268020
1483330276207,1483332078118,1483330276207
1483330295505,1483332098133,1483330295505
1483332121553,-,1483332121553
1483330319793,1483332123152,1483330319793
1483332138960,-,1483332138960
1483332141376,-,1483332141376
1483332155868,-,1483332155868
1483332156937,-,1483332156937
1483332163922,-,1483332163922
1483332167888,-,1483332167888
1483330370046,1483332173181,1483330370046
1483332179745,-,1483332179745
1483330378425,1483332183187,1483330378425
1483332188497,-,1483332188497
1483331601721,1483332194901,1483331601721
1483330400582,1483332203211,1483330400582
1483332204625,-,1483332204625
1483332205092,-,1483332205092
1483330427755,1483332228231,1483330427755
1483330431400,1483332233234,1483330431400
1483332234352,-,1483332234352
1483330453764,1483332258258,1483330453764
1483332264326,-,1483332264326
1483332265913,-,1483332265913
1483332277795,-,1483332277795
1483330492827,1483332293283,1483330492827
1483332296971,-,1483332296971
1483332313515,-,1483332313515
1483330510720,1483332318300,1483330514891
1483330521768,1483332323304,1483330521768
1483332326101,-,1483332326101
1483330546432,1483332348327,1483330546432
1483330551214,1483332353329,1483330551214
1483330552803,1483332353329,1483330552803
1483332361693,-,1483332361693
1483332385872,-,1483332385872
1483330605439,1483332408368,1483330605439
1483332450192,-,1483332450192
1483332452005,-,1483332452005
1483332454577,-,1483332454577
1483330660078,1483332463409,1483330660078
1483330671008,1483332473416,1483330671008
1483330679363,1483332483423,1483330679363
1483332496651,-,1483332496651
1483332499315,-,1483332499315
1483330698703,1483332503436,1483330698703
1483332507275,-,1483332507275
1483330705386,1483332508437,1483330705386
1483332521722,-,1483332521722
1483330721727,1483332523448,1483330721727
1483330722249,1483332523448,1483330722249
1483332524728,-,1483332524728
1483330744046,1483332548463,1483330744046
1483330744552,1483332548463,1483330744552
1483331826217,1483332557355,1483331826217
1483332557356,-,1483332557356
1483330760336,1483332563467,1483330760336
1483330764915,1483332568469,1483330764915
1483332571432,-,1483332571432
1483332581123,-,1483332581123
1483330784006,1483332588481,1483330784006
1483330794612,1483332598488,1483330794612
1483331338990,1483332654576,1483331338990
1483332654576,-,1483332654576
1483330855908,1483332658543,1483330855908
1483330867288,1483332668548,1483330867288
1483330877820,1483332678552,1483330877820
1483332680377,-,1483332680377
1483330881756,1483332683555,1483330881756
1483330884288,1483332688556,1483330884288
1483332691106,-,1483332691106
1483332054942,1483332691675,1483332054942
1483332691676,-,1483332691676
1483332705559,-,1483332705559
1483330911100,1483332713572,1483330911100
1483332720102,-,1483332720102
1483332723885,-,1483332723885
1483332737666,-,1483332737666
1483332744032,-,1483332744032
1483328450684,1483332778624,1483330975698
1483332782755,-,1483332782755
1483332791784,-,1483332791784
1483330996021,1483332798638,1483330996021
1483332805332,-,1483332805332
1483331012565,1483332813649,1483331012565
1483331024659,1483332833663,1483331029071
1483332833969,-,1483332833969
1483332840330,-,1483332840330
1483332859555,-,1483332859555
1483332861248,-,1483332861248
1483332875738,-,1483332875738
1483331109403,1483332913724,1483331109403
1483332918768,-,1483332918768
1483331122809,1483332923731,1483331122809
1483332923767,-,1483332923767
1483331158860,1483332963767,1483331158860
1483332965915,-,1483332965915
1483332977375,-,1483332977375
1483331183093,1483332983777,1483331183093
1483332992901,-,1483332992901
1483331203032,1483333003789,1483331203032
1483333005574,-,1483333005574
1483331209269,1483333013795,1483331209269
1483331213167,1483333013795,1483331213167
1483333017884,-,1483333017884
1483333018465,-,1483333018465
1483333023679,-,1483333023679
1483331223776,1483333023798,1483331223776
1483333024817,-,1483333024817
1483331226573,1483333028803,1483331226573
1483333043219,-,1483333043219
1483333043224,-,1483333043224
1483331239677,1483333043810,1483331239677
1483331242409,1483333043810,1483331242409
1483331252059,1483333053816,1483331252059
1483333067751,-,1483333067751
1483333075637,-,1483333075637
1483333080601,-,1483333080601
1483331290153,1483333093846,1483331290153
1483333097123,-,1483333097123
1483333115108,-,1483333115108
1483333116508,-,1483333116508
1483333128333,-,1483333128333
1483333140633,-,1483333140633
1483333150108,-,1483333150108
1483331360338,1483333163895,1483331360338
1483333167213,-,1483333167213
1483331376749,1483333178907,1483331376749
1483333179448,-,1483333179448
1483333181349,-,1483333181349
1483333192797,-,1483333192797
1483333199056,-,1483333199056
1483331412278,1483333213931,1483331412278
1483333219272,-,1483333219272
1483333150108,1483333222993,1483333150108
1483333222994,-,1483333222994
1483331420793,1483333223933,1483331420793
1483333230588,-,1483333230588
1483331429850,1483333233940,1483331429850
1483333234870,-,1483333234870
1483331437750,1483333238944,1483331437750
1483333241259,-,1483333241259
1483333243286,-,1483333243286
1483331441339,1483333243946,1483331441339
1483333249452,-,1483333249452
1483333264186,-,1483333264186
1483333264186,1483333266917,1483333264186
1483333266917,-,1483333266917
1483331473086,1483333273968,1483331473086
1483333278557,-,1483333278557
1483333278807,-,1483333278807
1483331478149,1483333278968,1483331478149
1483333280398,-,1483333280398
1483333287987,-,1483333287987
1483331495265,1483333298980,1483331495265
1483331511830,1483333313996,1483331511830
1483331511875,1483333313996,1483331511875
1483333322829,-,1483333322829
1483333326126,-,1483333326126
1483331527945,1483333329002,1483331527945
1483331530435,1483333334005,1483331530435
1483331533481,1483333334005,1483331533481
1483333334901,-,1483333334901
1483331541964,1483333344010,1483331541964
1483333359383,-,1483333359383
1483333359383,1483333361800,1483333359383
1483333361801,-,1483333361801
1483331559094,1483333364024,1483331559094
1483331568807,1483333369029,1483331568807
1483331574000,1483333374033,1483331574000
1483331580235,1483333384041,1483331580235
1483331592031,1483333394049,1483331592031
1483333401155,-,1483333401155
1483333401155,1483333403548,1483333401155
1483333403548,-,1483333403548
1483333408587,-,1483333408587
1483333417974,-,1483333417974
1483331619110,1483333424068,1483331619110
1483333429019,-,1483333429019
1483333433101,-,1483333433101
1483331634021,1483333434070,1483331634021
1483333436859,-,1483333436859
1483333446391,-,1483333446391
1483331662819,1483333464094,1483331662819
1483331675395,1483333479108,1483331675395
1483331692971,1483333494121,1483331692971
1483331711295,1483333514136,1483331711295
1483331726581,1483333529149,1483331726581
1483331728346,1483333529150,1483331728346
1483333541735,-,1483333541735
1483333541735,1483333542414,1483333541735
1483333542414,-,1483333542414
1483333542663,-,1483333542663
1483333556577,-,1483333556577
1483333562300,-,1483333562300
1483331763490,1483333564175,1483331763490
1483333571580,-,1483333571580
1483331769788,1483333574179,1483331769788
1483333577419,-,1483333577419
1483333577958,-,1483333577958
1483333582427,-,1483333582427
1483331795195,1483333599198,1483331795195
1483331804418,1483333609202,1483331804418
1483331806849,1483333609203,1483331806849
1483333613223,-,1483333613223
1483332452005,1483333659152,1483332452005
1483333659152,-,1483333659152
1483333696043,-,1483333696043
1483331906698,1483333709299,1483331906698
1483328538031,1483333714300,1483331910815
1483333717283,-,1483333717283
1483331916123,1483333719303,1483331916123
1483331920917,1483333724305,1483331920917
1483333725610,-,1483333725610
1483333726861,-,1483333726861
1483331943816,1483333744321,1483331943816
1483333744737,-,1483333744737
1483333745117,-,1483333745117
1483331944720,1483333749326,1483331944720
1483333751332,-,1483333751332
1483333757564,-,1483333757564
1483331955950,1483333759331,1483331955950
1483331975930,1483333779346,1483331975930
1483333781880,-,1483333781880
1483333781880,1483333785905,1483333781880
1483333785906,-,1483333785906
1483333785906,1483333786806,1483333785906
1483333786807,-,1483333786807
1483333823258,-,1483333823258
1483330336217,1483333824378,1483332020958
1483332020548,1483333824379,1483332020548
1483333825955,-,1483333825955
1483332028240,1483333829384,1483332028240
1483333833111,-,1483333833111
1483332049095,1483333849397,1483332049095
1483332056208,1483333859407,1483332056208
1483332062257,1483333864410,1483332062257
1483332067257,1483333869412,1483332067257
1483333890888,-,1483333890888
1483333919401,-,1483333919401
1483333924064,-,1483333924064
1483333927061,-,1483333927061
1483332121553,1483333934453,1483332133894
1483333942072,-,1483333942072
1483332138960,1483333944457,1483332142149
1483332141376,1483333944458,1483332141376
1483327367429,1483333946806,1483333251744
1483333947530,-,1483333947530
1483333948649,-,1483333948649
